map,category,test_type,qn_category,gift_filename
,,,springtypes,083_types_of_springs.txt
,,,shocktypes,084_shock_absorber_types.txt
,,,suspsysproc,088_susp_procedures.txt
,,,tiretypes,090_tire_types.txt
,,,tireconstruction,091_tire_construction.txt
,,,wheelalign,092_wheel_alignment.txt
,,,wheelstiresproc,093_wheels_procedure.txt
,,,brakingfundas,094_brake_fundamentals.txt
,,,drumbrakes,097_drum_brakes.txt
,,,discbrakes,098_disc_brakes.txt
,,,brakesproc,100_brakes_procedures.txt
,,,chassis,165_ss_chassis.txt
,,,writing,174_writing.txt
,LV1-Engine Technology,Topic Group Test,enginelayouts,01_enginelayouts.txt
,,,motivepowerfundas,03_motivepowerfundprinc.txt
,,,4stroke,03_4strokesparkig.txt
,,,2stroke,03_2strokesparkig.txt
,,,sparkignitioncomp,03_sparkigengcomp.txt
,,,enginecompproc,03_enginecompproc.txt
,,,coolingfundamentals,03_coolingfundamentals.txt
,,,coolingsystems,03_coolingsystems.txt
,,,coolingsyscomp,03_coolsyscomp.txt
,,,coolsysproc,03_coolsysproc.txt
,,,lubesys,03_lubricationsys.txt
,,,lubesyscomp,03_lubricationsyscomp.txt
,,,lubeproc,03_lubricationproc.txt
,,,petrolfuel,04_gasfuelsysprinc.txt
,,,carbop,04_carbop.txt
,,,carbsyscomp,04_carbsyscomp.txt
,,,efiprinciples,04_efifuelsysprinc.txt
,,,eficomp,04_efifuelsyscomp.txt
,,,dieselfuelsys,04_diesfuelsys.txt
,,,ignitionsys,08_ignitionsys.txt
,,,contactbreakerignition,08_contactbreakig.txt
,,,contactbreakcomp,08_contactbreakcomp.txt
,,,electronicsyscomp,08_electronicsyscomp.txt
,,,ignitionproc,08_igproc.txt
,,,enginecycles,11_enginecycles.txt
,,,enginecooling,11_enginecooling.txt
,,,engines,11_engines.txt
,,Find-The-Missing Word,enginelayouts,004_engine_layouts.txt
,,,motivepowerfundas,021_motive_fundamentals.txt
,,,4stroke,022_4-stroke_engines.txt
,,,2stroke,023_2-stroke_engines.txt
,,,sparkignitioncomp,024_spark-ignition_comp.txt
,,,enginecompproc,037_engine_proc.txt
,,,coolingfundamentals,046_cool_fundamentals.txt
,,,coolingsystems,047_cooling_systems.txt
,,,coolingsyscomp,048_cooling_components.txt
,,,coolingsysproc,049_cooling_procedures.txt
,,,lubesys,051_lub_systems.txt
,,,lubesyscomp,052_lub_components.txt
,,,lubeproc,053_lub_procedures.txt
,,,petrolfuel,060_gasoline_principles.txt
,,,carbop,061_carburetor_op.txt
,,,carbsyscomp,062_carbureted_comp.txt
,,,efiprinciples,063_efi_principles.txt
,,,eficomp,064_efi_components.txt
,,,dieselfuelsys,066_diesel_fuel_sys.txt
,,,ignitionsys,133_ignition_sys.txt
,,,contactbreakerignition,134_contact_breaker_ign.txt
,,,contactbreakcomp,135_contact_breaker_comp.txt
,,,electronicsyscomp,136_elec_sys_comp.txt
,,,ignitionproc,138_ignition_procedures.txt
,,,enginecycles,161_ss_engine_cycles.txt
,,,enginecooling,163_ss_engine_cooling.txt
,,,engines,160_ss_engines.txt
,LV1-Transmission Technology,Topic Group Test,clutches,07_clutches.txt
,,,manualtrans,07_manualtrans.txt
,,,basiclayouts,07_basiclayouts.txt
,,,frontwheeldrive,07_frontwhldrive.txt
,,,rearwheeldrive,07_rearwhldrive.txt
,,Find-The-Missing Word,clutches,101_clutches.txt
,,,manualtrans,103_man_transmissions.txt
,,,basiclayouts,117_basic_layouts.txt
,,,frontwheeldrive,118_front-wheel_drive.txt
,,,rearwheeldrive,119_rear-wheel_drive.txt
,LV1-Electrical & Electronic,Topic Group Test,electricalfundas,08_elecfund.txt
,,,sourceselec,08_sourceselec.txt
,,,effectselec,08_effectselec.txt
,,,circuitsmeasure,08_circuitsmeasurement.txt
,,,wiresproc,08_wiresconnproc.txt
,,,batteries,08_batteries.txt
,,,batteryproc,08_batterymainproc.txt
,,,charging,08_charging.txt
,,,chargingproc,08_chargingproc.txt
,,,starting,08_starting.txt
,,,typesoflights,08_typeslights.txt
,,,lightingproc,08_lightingproc.txt
,,,electrics,11_electrics.txt
,,Find-The-Missing Word,electricalfundas,123_electrical_fundamentals.txt
,,,sourceselec,124_sources_of_elect.txt
,,,effectselec,125_effects_of_elect.txt
,,,circuitsmeasure,126_circuits_measurement.txt
,,,wiresproc,129_wires_procedures.txt
,,,batteries,131_batteries.txt
,,,batteryproc,132_battery_procedures.txt
,,,charging,139_charging.txt
,,,chargingproc,141_charging_procedures.txt
,,,starting,142_starting.txt
,,,typesoflights,145_types_of_lights.txt
,,,lightingproc,147_lighting_procedures.txt
,,,electrics,166_ss_electrics.txt
,LV2-General Aspects,Topic Group Test,hazemerg,01_hazemerg.txt
,,,perspropsafety,01_perspropsafety.txt
,,,basictoolprep,02_basictoolprep.txt
,,,toolsequipfundas,02_toolequipfund.txt
,,,powertools,02_powertools.txt
,,,useelecpowertools,02_useelecpowertools.txt
,,,useairpowertools,02_useairpowertools.txt
,,,commonworkshoptools,02_commworkshoptools.txt
,,,autotools,02_automotivetools.txt
,,,additionaltools,02_additionaltools.txt
,,,usenonpoweredtools,02_usenonpowertools.txt
,,,usemeasuretools,02_usemeasuretools.txt
,,,diagnosticequip,02_diagnosticequip.txt
,,,liftingequip,02_liftingequip.txt
,,,useworkshopequip,02_useworkequip.txt
,,,infoproc,01_infoproc.txt
,,Find-The-Missing Word,basictoolprep,008_basic_tool_prep.txt
,,,toolsequipfundas,009_tool_fundamentals.txt
,,,powertools,010_power_tools.txt
,,,useelecpowertools,011_electric_power_tools.txt
,,,useairpowertools,012_air_power_tools.txt
,,,commonworkshoptools,013_common_tools.txt
,,,autotools,014_automotive_tools.txt
,,,additionaltools,015_additional_tools.txt
,,,usenonpoweredtools,016_non-powered_tools.txt
,,,usemeasuretools,017_measuring_tools.txt
,,,diagnosticequip,018_diagnostic_equip.txt
,,,liftingequip,019_lifting_equip.txt
,,,useworkshopequip,020_using_workshop_equip.txt
,,,infoproc,003_information_proc.txt
,LV2-Chassis Technology,Topic Group Test,diagnosticequip,02_diagnosticequip.txt
,,,steeringboxes,05_steerboxescolumns.txt
,,,steersysproc,05_steersysproc.txt
,,,typesofsusp,05_typesofsusp.txt
,,,shocktypes,05_shockabsorbertypes.txt
,,,frontsusptypescomp,05_frontsusptypescomp.txt
,,,rearsusptypescomp,05_rearsusptypescomp.txt
,,,suspsyslayouts,05_suspsyslayouts.txt
,,,suspsysproc,05_suspsysproc.txt
,,,wheeltypes,05_wheeltypessizes.txt
,,,tiretypes,05_tiretypescharac.txt
,,,tireconstruction,05_tireconstruct.txt
,,,wheelstiresproc,05_wheelstiresproc.txt
,,,brakingsys,06_brakingsys.txt
,,,brakingsyscomp,06_brakesyscomp.txt
,,,drumbrakes,06_drumbrakescomp.txt
,,,discbrakes,06_discbrakescomp.txt
,,,brakesproc,06_brakesproc.txt
,,Find-The-Missing Word,diagnosticequip,018_diagnostic_equip.txt
,,,steeringboxes,078_steering_boxes.txt
,,,steersysproc,080_steering_procedures.txt
,,,typesofsusp,082_types_of_suspn.txt
,,,shocktypes,084_shock_absorber_types.txt
,,,fronsusptypescomp,085_front_susp.txt
,,,suspsyslayouts,086_rear_susp.txt
,,,suspsysproc,088_susp_procedures.txt
,,,wheeltypes,089_wheel_types.txt
,,,tiretypes,090_tire_types.txt
,,,tireconstruction,091_tire_construction.txt
,,,wheelstiresproc,093_wheels_procedure.txt
,,,brakingsys,095_braking_systems.txt
,,,brakingsyscomp,096_brk-components.txt
,,,drumbrakes,097_drum_brakes.txt
,,,discbrakes,098_disc_brakes.txt
,,,brakesproc,100_brakes_procedures.txt
,LV2-Engine Technology,Topic Group Test,rotarycomp,03_rotaryengcomp.txt
,,,altenginecyles,03_altenginecycles.txt
,,,hybridsystems,03_hybriddrivesystems.txt
,,,compressionignition,03_compressionignition.txt
,,,compressionignitioncomp,03_compressionignitioncomp.txt
,,,enginecharacteristics,03_enginecharacteristics.txt
,,,cylinderblocks,03_cylinderblocks.txt
,,,cylinderheads,03_cylinderheads.txt
,,,valvetrains,03_valvesvalvetrains.txt
,,,camshafts,03_camshaftsdrives.txt
,,,pistons,03_pistons.txt
,,,crankshaftassemblies,03_crankshaftassemblies.txt
,,,engcompproc,03_enginecompproc.txt
,,,oil,03_oil.txt
,,,intakeexhaustsys,04_intakeexhaustsys.txt
,,,intakesyscomp,04_intakesystemcomp.txt
,,,exhaustsyscomp,04_exhaustsyscomp.txt
,,,intakesysproc,04_intakesysproc.txt
,,,altfuelsintro,04_altfuelsintro.txt
,,,biodiesel,04_biodiesel.txt
,,,gaseousfuels,04_gaseousfuels.txt
,,,altfuelsdev,04_altfuelsdev.txt
,,,fuelsysproc,04_fuelsysproc.txt
,,,dieselfuelsyscomp,04_diesfuelsyscomp.txt
,,,dieseleleccontrol,04_dieseleccontrol.txt
,,,efioperation,04_efioperation.txt
,,,ecu,04_ecu.txt
,,,efisensors,04_efisensors.txt
,,,creationemissions,04_creationemissions.txt
,,,typesemissions,04_typesemissions.txt
,,,emissioncontrol,04_emissioncontrol.txt
,,,distributorless,08_distribsys.txt
,,,ignitionproc,08_igproc.txt
,,,hvacbasicprinc,09_hvacbasicprinc.txt
,,,climatecontrol,09_climatecontrol.txt
,,,enginecomp,11_enginecomp.txt
,,,fuelsystems,11_fuelsystems.txt
,,Find-The-Missing Word,rotarycomp,025_rotary.txt
,,,altenginecyles,026_alternative_cycles.txt
,,,hybridsystems,027_hybrid_drive.txt
,,,compressionignition,028_compression_engines.txt
,,,compressionignitioncomp,029_compression_comp.txt
,,,enginecharacteristics,030_engine_characteristics.txt
,,,cylinderblocks,031_cyl_blocks.txt
,,,cylinderheads,032_cyl_heads.txt
,,,valvetrains,033_valves.txt
,,,camshafts,034_camshafts.txt
,,,pistons,035_pistons.txt
,,,crankshaftassemblies,036_crankshaft_assemb.txt
,,,enginecompproc,037_engine_proc.txt
,,,oil,050_oil.txt
,,,intakeexhaustsys,054_intake_exhaust_sys.txt
,,,intakesyscomp,055_intake_comp.txt
,,,exhaustsyscomp,056_exhaust_comp.txt
,,,intaksysproc,057_intake_procedure.txt
,,,altfuelsintro,169_altfuelsintro.txt
,,,biodiesel,171_biodiesel.txt
,,,gaseousfuels,172_gaseousfuels.txt
,,,altfuelsdev,170_altfuelsdev.txt
,,,fuelsysproc,065_fuel_procedures.txt
,,,dieselfuelsyscomp,067_diesel_components.txt
,,,dieseleleccontrol,068_diesel_elec_control.txt
,,,efioperation,069_efi_operation.txt
,,,ecu,070_elec_control_unit.txt
,,,efisensors,071_efi_sensors.txt
,,,creationemissions,072_creation_of_emissions.txt
,,,typesemissions,073_types_of_emissions.txt
,,,emissioncontrol,074_emission_control.txt
,,,distributorless,137_distributorless_sys.txt
,,,ignitionproc,138_ignition_procedures.txt
,,,hvacbasicprinc,148_hvac_basic_principles.txt
,,,climatecontrol,152_climate_control.txt
,,,enginecomp,162_ss_engine_components.txt
,,,fuelsystems,164_ss_fuel_systems.txt
,LV2-Transmission Technology,Topic Group Test,clutchcomp,07_clutchcomponents.txt
,,,gearboxlayoutop,07_gearboxlayoutop.txt
,,,fourwheeldrive,07_fourwhldrivept.txt
,,,allwheeldrive,07_allwheeldrives.txt
,,,finaldriveproc,07_finaldriveproc.txt
,,,autotransproc,07_autotransproc.txt
,,Find-The-Missing Word,clutchcomp,102_clutch_components.txt
,,,gearboxlayoutop,104_gearbox_layout.txt
,,,fourwheeldrive,120_four-wheel_drive.txt
,,,allwheeldrive,121_all-wheel_drive.txt
,,,finaldriveproc,122_final_drive_procedures.txt
,,,autotransproc,116_auto_trans_procedures.txt
,LV2-Electrical & Electronic,Topic Group Test,diagnosticequip,02_diagnosticequip.txt
,,,circuitsmeasure,08_circuitsmeasurement.txt
,,,electestproc,08_electestproc.txt
,,,electricalcomp,08_electricalcomp.txt
,,,electroniccomp,08_electroniccomp.txt
,,,alternatorcomp,08_alternatorconst.txt
,,,chargingproc,08_chargingproc.txt
,,,starting,08_starting.txt
,,,startingproc,08_startingproc.txt
,,,lighting,08_lighting.txt
,,,lightingcircuits,08_lightingcircuits.txt
,,,lightingproc,08_lightingproc.txt
,,,securitysys,10_securitysystems.txt
,,,entertainment,10_entperipheralsys.txt
,,,electronics,11_electronics.txt
,,Find-The-Missing Word,diagnosticequip,018_diagnostic_equip.txt
,,,circuitsmeasure,126_circuits_measurement.txt
,,,electestproc,127_elect_testing_procedures.txt
,,,electricalcomp,128_electrical_comp.txt
,,,electroniccomp,130_electronic_comp.txt
,,,alternatorcomp,140_alternator_const.txt
,,,chargingproc,141_charging_procedures.txt
,,,starting,142_starting.txt
,,,startingproc,143_starting_procedures.txt
,,,lighting,144_lighting.txt
,,,lightingcircuits,146_lighting_circuits.txt
,,,lightingproc,147_lighting_procedures.txt
,,,securitysys,155_security_systems.txt
,,,entertainment,156_entertainment_systems.txt
,,,electronics,167_ss_electronics.txt
,LV2-Advanced Studies,Topic Group Test,antilockbrakes,06_antilockbrakesyscomp.txt
,,,rebuildintro,03_introenginerebuilding.txt
,,,removeengine,03_removingengine.txt
,,,engindisassembly,03_engdisassembly.txt
,,,enginemachining,03_enginemachining.txt
,,,enginepreassembly,03_enginepreassembly.txt
,,,enginefinalassembly,03_enginefinalassembly.txt
,,,enginereinstalling,03_enginereinstalling.txt
,,,enginestartup,03_enginestartup.txt
,,,onboarddiag,04_obd.txt
,,,emissionsproc,04_emissionsproc.txt
,,,torqueconverters,07_torqueconverters.txt
,,,planetarygearing,07_planetarygear.txt
,,,eleccontroltrans,07_ect.txt
,,,layoutop,07_layoutoperation.txt
,,,servosclutches,07_servosclutches.txt
,,,hydraulicsyscontrols,07_hydraulicsyscontrols.txt
,,,valvetypes,07_valvetypesfunctions.txt
,,,pressureregulation,07_pressurereg.txt
,,,flowcontrol,07_flowcontrol.txt
,,,cvt,07_cvt.txt
,,,autotransproc,07_autotransproc.txt
,,,hvacbasicprinc,09_hvacbasicprinc.txt
,,,fixedorifice,09_fixedorificeaircon.txt
,,,thermalexpansion,09_thermalaircon.txt
,,,airconcomp,09_airconcomp.txt
,,,climatecontrol,09_climatecontrol.txt
,,,hvacproc,09_hvacproc.txt
,,,satellitesys,10_satelitesystems.txt
,,Find-The-Missing Word,antilockbrakes,099_antilock_brakes.txt
,,,rebuildintro,038_eng_rebuilding.txt
,,,removeengine,039_remove_engine.txt
,,,engindisassembly,040_engine_disassembly.txt
,,,enginemachining,041_engine_machining.txt
,,,enginepreassembly,042_engine_preassembly.txt
,,,enginefinalassembly,043_engine_final_assembly.txt
,,,enginereinstalling,044_engine_reinstalling.txt
,,,enginestartup,045_engine_startup.txt
,,,onboarddiag,075_on-board_diagnostics.txt
,,,emissionsproc,076_emissions_procedures.txt
,,,torqueconverters,106_torque_converters.txt
,,,planetarygearing,107_planetary_gearing.txt
,,,eleccontroltrans,108_elec_control_trans.txt
,,,layoutop,109_layout_operation.txt
,,,servosclutches,110_servos_clutches.txt
,,,hydraulicsyscontrols,111_hydraulic_sys_cntrls.txt
,,,valvetypes,112_valve_types.txt
,,,pressureregulation,113_pressure_regulation.txt
,,,flowcontrol,114_flow_control.txt
,,,cvt,115_cvt.txt
,,,autotransproc,116_auto_trans_procedures.txt
,,,hvacbasicprinc,148_hvac_basic_principles.txt
,,,fixedorifice,149_fixed_orifice.txt
,,,thermalexpansion,150_thermal_expansion.txt
,,,airconcomp,151_air-con_components.txt
,,,climatecontrol,152_climate_control.txt
,,,hvacproc,153_hvac_procedures.txt
,,,satellitesys,157_satellite_systems.txt
